Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
19/04/2024,PA011,Perth,Tokyo,First Class,484.00,Yes,1,Vegetarian
25/12/2024,PA006,Tokyo,London,Economy,"3,350.00",Yes,0,Nut Free
12/10/2024,PA008,Perth,New York,First Class,604.00,Yes,3,Vegetarian
07/09/2024,PA010,Tokyo,New York,First Class,697.00,Yes,2,
02/10/2024,PA004,Perth,London,Economy,"2,420.00",Yes,0,Nut Free
22/05/2024,PA009,New York,Tokyo,First Class,693.00,Yes,0,Dairy Free
03/11/2024,PA008,Perth,New York,Economy,"2,000.00",Yes,2,Dairy Free
08/08/2024,PA002,New York,London,First Class,548.00,Yes,1,Dairy Free
17/10/2024,PA007,New York,Perth,Premium Economy,715.00,Yes,1,
04/12/2024,PA004,Perth,London,Business Class,442.80,Yes,2,Nut Free
04/09/2024,PA009,New York,Tokyo,Business Class,642.00,Yes,3,
09/04/2024,PA005,London,Tokyo,Economy,"1,350.00",Yes,1,
29/04/2024,PA011,Perth,Tokyo,Economy,"2,785.00",Yes,1,Dairy Free
12/08/2024,PA008,Perth,New York,First Class,310.00,Yes,3,Dairy Free
23/05/2024,PA011,Perth,Tokyo,Business Class,302.40,Yes,1,Vegetarian
04/08/2024,PA010,Tokyo,New York,Economy,"3,390.00",Yes,0,
21/08/2024,PA004,Perth,London,Premium Economy,"1,317.50",Yes,3,Dairy Free
25/04/2024,PA011,Perth,Tokyo,Economy,"2,135.00",Yes,0,Dairy Free
11/03/2024,PA007,New York,Perth,Premium Economy,722.50,Yes,2,Vegetarian
14/10/2024,PA007,New York,Perth,First Class,219.00,Yes,0,Vegan
23/01/2024,PA002,New York,London,Business Class,409.20,Yes,1,Nut Free
25/05/2024,PA002,New York,London,Premium Economy,795.00,Yes,3,Egg Free
15/07/2024,PA002,New York,London,Premium Economy,892.50,Yes,1,Dairy Free
15/12/2024,PA002,New York,London,Business Class,626.40,Yes,3,Vegetarian
28/11/2024,PA008,Perth,New York,Business Class,740.40,Yes,2,Vegan
07/12/2024,PA006,Tokyo,London,First Class,214.00,Yes,2,
10/08/2024,PA005,London,Tokyo,Economy,"2,530.00",Yes,2,Egg Free
01/12/2024,PA010,Tokyo,New York,Premium Economy,942.50,Yes,0,Dairy Free
26/08/2024,PA009,New York,Tokyo,Economy,"1,150.00",Yes,2,
02/12/2024,PA005,London,Tokyo,First Class,651.00,Yes,3,Egg Free
09/09/2024,PA011,Perth,Tokyo,Premium Economy,847.50,Yes,2,Dairy Free
02/07/2024,PA001,London,New York,First Class,295.00,Yes,3,Egg Free
22/03/2024,PA010,Tokyo,New York,Economy,"1,985.00",Yes,0,
26/08/2024,PA006,Tokyo,London,First Class,399.00,Yes,2,Dairy Free
01/03/2024,PA005,London,Tokyo,Premium Economy,877.50,Yes,3,
08/01/2024,PA007,New York,Perth,Premium Economy,"1,110.00",Yes,2,Vegetarian
15/04/2024,PA004,Perth,London,First Class,646.00,Yes,3,Egg Free
10/08/2024,PA004,Perth,London,Business Class,435.60,Yes,1,Vegetarian
25/05/2024,PA002,New York,London,First Class,543.00,Yes,0,Dairy Free
05/03/2024,PA003,London,Perth,Premium Economy,"1,192.50",Yes,1,
29/01/2024,PA007,New York,Perth,Premium Economy,"1,122.50",Yes,3,Egg Free
18/10/2024,PA009,New York,Tokyo,Economy,"2,295.00",Yes,2,Nut Free
12/12/2024,PA010,Tokyo,New York,First Class,566.00,Yes,1,Nut Free
26/06/2024,PA006,Tokyo,London,Business Class,315.60,Yes,3,Vegetarian
15/08/2024,PA001,London,New York,Business Class,598.80,Yes,1,Nut Free
21/08/2024,PA001,London,New York,Business Class,249.60,Yes,3,Vegan
28/01/2024,PA009,New York,Tokyo,Business Class,613.20,Yes,1,Vegan
20/09/2024,PA003,London,Perth,Premium Economy,920.00,Yes,1,
16/04/2024,PA010,Tokyo,New York,Business Class,280.80,Yes,2,Egg Free
25/07/2024,PA002,New York,London,First Class,296.00,Yes,2,Vegan
17/12/2024,PA010,Tokyo,New York,Premium Economy,"1,307.50",Yes,1,Egg Free
02/09/2024,PA011,Perth,Tokyo,Business Class,427.20,Yes,2,Dairy Free
28/12/2024,PA002,New York,London,First Class,295.00,Yes,2,
31/07/2024,PA002,New York,London,First Class,501.00,Yes,1,
18/08/2024,PA005,London,Tokyo,Business Class,338.40,Yes,0,
22/02/2024,PA007,New York,Perth,Economy,"2,835.00",Yes,1,Vegan
19/11/2024,PA006,Tokyo,London,Business Class,330.00,Yes,2,Nut Free
12/01/2024,PA007,New York,Perth,Economy,"2,125.00",Yes,0,Vegetarian
29/12/2024,PA004,Perth,London,Business Class,550.80,Yes,0,Nut Free
04/02/2024,PA001,London,New York,Business Class,828.00,Yes,0,
07/06/2024,PA010,Tokyo,New York,Business Class,674.40,Yes,3,Vegetarian
19/05/2024,PA002,New York,London,First Class,239.00,Yes,0,Vegan
09/01/2024,PA012,Tokyo,Perth,Business Class,507.60,Yes,0,Dairy Free
23/03/2024,PA002,New York,London,Premium Economy,"1,625.00",Yes,0,Nut Free
20/01/2024,PA002,New York,London,First Class,201.00,Yes,1,Nut Free
23/02/2024,PA009,New York,Tokyo,Premium Economy,622.50,Yes,2,Vegetarian
25/09/2024,PA011,Perth,Tokyo,First Class,457.00,Yes,3,Nut Free
09/12/2024,PA010,Tokyo,New York,Premium Economy,"1,142.50",Yes,2,Vegan
14/01/2024,PA004,Perth,London,Economy,"1,020.00",Yes,0,Nut Free
08/09/2024,PA001,London,New York,First Class,427.00,Yes,1,Egg Free
26/07/2024,PA008,Perth,New York,Premium Economy,"1,410.00",Yes,0,Vegetarian
07/02/2024,PA009,New York,Tokyo,Premium Economy,"1,397.50",Yes,3,Vegan
15/07/2024,PA006,Tokyo,London,First Class,531.00,Yes,3,Egg Free
31/01/2024,PA010,Tokyo,New York,First Class,387.00,Yes,3,
12/06/2024,PA006,Tokyo,London,Business Class,525.60,Yes,3,Nut Free
07/03/2024,PA009,New York,Tokyo,Business Class,612.00,Yes,3,Nut Free
08/03/2024,PA004,Perth,London,First Class,524.00,Yes,3,Egg Free
26/03/2024,PA011,Perth,Tokyo,First Class,529.00,Yes,0,
07/02/2024,PA002,New York,London,Business Class,638.40,Yes,0,Nut Free
15/06/2024,PA004,Perth,London,First Class,453.00,Yes,3,Nut Free
01/09/2024,PA009,New York,Tokyo,First Class,247.00,Yes,3,Egg Free
03/04/2024,PA010,Tokyo,New York,Business Class,840.00,Yes,1,Vegan
23/02/2024,PA002,New York,London,Business Class,826.80,Yes,1,
14/09/2024,PA011,Perth,Tokyo,Premium Economy,"1,662.50",Yes,0,Nut Free
10/03/2024,PA008,Perth,New York,Business Class,398.40,Yes,1,Egg Free
04/03/2024,PA010,Tokyo,New York,First Class,636.00,Yes,0,Dairy Free
14/10/2024,PA006,Tokyo,London,Premium Economy,505.00,Yes,3,Vegetarian
04/05/2024,PA012,Tokyo,Perth,First Class,440.00,Yes,3,Egg Free
22/07/2024,PA005,London,Tokyo,Business Class,246.00,Yes,1,Dairy Free
16/07/2024,PA011,Perth,Tokyo,Business Class,649.20,Yes,1,Nut Free
21/08/2024,PA004,Perth,London,Economy,"1,675.00",Yes,0,Vegetarian
31/08/2024,PA011,Perth,Tokyo,Economy,"3,465.00",Yes,3,Dairy Free
03/01/2024,PA010,Tokyo,New York,Premium Economy,"1,490.00",Yes,3,Vegetarian
25/07/2024,PA009,New York,Tokyo,First Class,272.00,Yes,3,Dairy Free
08/09/2024,PA007,New York,Perth,Economy,"1,450.00",Yes,1,Dairy Free
08/01/2024,PA012,Tokyo,Perth,Business Class,679.20,Yes,3,Vegan
23/06/2024,PA010,Tokyo,New York,Economy,"3,490.00",Yes,2,
13/08/2024,PA004,Perth,London,Business Class,585.60,Yes,0,Nut Free
02/01/2024,PA012,Tokyo,Perth,First Class,580.00,Yes,1,Vegetarian
09/01/2024,PA008,Perth,New York,Premium Economy,527.50,Yes,1,Vegetarian
28/03/2024,PA001,London,New York,Economy,"1,915.00",Yes,2,Dairy Free
13/10/2024,PA006,Tokyo,London,Business Class,609.60,Yes,1,Nut Free
07/01/2024,PA010,Tokyo,New York,First Class,467.00,Yes,2,Dairy Free
25/03/2024,PA004,Perth,London,First Class,474.00,Yes,0,Vegan
11/09/2024,PA003,London,Perth,Business Class,595.20,Yes,3,Egg Free
26/05/2024,PA002,New York,London,Premium Economy,575.00,Yes,3,
19/04/2024,PA003,London,Perth,Premium Economy,682.50,Yes,1,
06/05/2024,PA005,London,Tokyo,Premium Economy,"1,207.50",Yes,2,Egg Free
06/12/2024,PA006,Tokyo,London,First Class,292.00,Yes,1,Dairy Free
08/07/2024,PA005,London,Tokyo,Premium Economy,887.50,Yes,3,Nut Free
20/01/2024,PA008,Perth,New York,Business Class,724.80,Yes,2,Vegan
12/04/2024,PA009,New York,Tokyo,Premium Economy,"1,705.00",Yes,0,Egg Free
29/06/2024,PA006,Tokyo,London,First Class,593.00,Yes,1,
27/02/2024,PA007,New York,Perth,Economy,"1,665.00",Yes,0,Vegetarian
13/03/2024,PA012,Tokyo,Perth,Premium Economy,"1,297.50",Yes,3,
03/12/2024,PA011,Perth,Tokyo,Economy,"1,540.00",Yes,1,Vegan
15/10/2024,PA007,New York,Perth,Economy,"2,135.00",Yes,0,Vegan
30/04/2024,PA009,New York,Tokyo,Premium Economy,660.00,Yes,3,Egg Free
30/05/2024,PA001,London,New York,Economy,"3,425.00",Yes,2,Vegan
04/08/2024,PA011,Perth,Tokyo,Premium Economy,"1,107.50",Yes,2,Nut Free
10/09/2024,PA003,London,Perth,First Class,653.00,Yes,1,Nut Free
16/06/2024,PA008,Perth,New York,Premium Economy,"1,525.00",Yes,1,Vegetarian
26/01/2024,PA001,London,New York,Economy,"1,770.00",Yes,0,Egg Free
12/09/2024,PA004,Perth,London,First Class,457.00,Yes,0,Nut Free
24/07/2024,PA004,Perth,London,Economy,"3,350.00",Yes,0,
17/10/2024,PA003,London,Perth,First Class,351.00,Yes,2,Vegetarian
18/09/2024,PA012,Tokyo,Perth,Business Class,588.00,Yes,1,
10/11/2024,PA008,Perth,New York,Premium Economy,515.00,Yes,1,Vegetarian
16/07/2024,PA009,New York,Tokyo,Economy,"2,795.00",Yes,1,Dairy Free
25/04/2024,PA009,New York,Tokyo,Business Class,658.80,Yes,2,Nut Free
17/07/2024,PA006,Tokyo,London,Business Class,447.60,Yes,2,Egg Free
27/06/2024,PA002,New York,London,Business Class,508.80,Yes,0,Dairy Free
05/01/2024,PA007,New York,Perth,Premium Economy,"1,220.00",Yes,2,Dairy Free
03/05/2024,PA006,Tokyo,London,First Class,414.00,Yes,1,Vegan
09/05/2024,PA001,London,New York,First Class,355.00,Yes,1,Egg Free
11/01/2024,PA003,London,Perth,Economy,"3,410.00",Yes,0,Egg Free
22/04/2024,PA011,Perth,Tokyo,Premium Economy,"1,737.50",Yes,1,Vegetarian
07/06/2024,PA007,New York,Perth,Business Class,319.20,Yes,3,Dairy Free
28/02/2024,PA006,Tokyo,London,Business Class,687.60,Yes,1,Nut Free
13/08/2024,PA007,New York,Perth,First Class,525.00,Yes,2,Egg Free
16/09/2024,PA004,Perth,London,Business Class,807.60,Yes,3,Dairy Free
24/10/2024,PA009,New York,Tokyo,Economy,"1,375.00",Yes,0,
10/06/2024,PA006,Tokyo,London,Economy,"2,095.00",Yes,2,Egg Free
22/11/2024,PA008,Perth,New York,Business Class,577.20,Yes,1,Nut Free
21/12/2024,PA007,New York,Perth,Business Class,446.40,Yes,2,Vegetarian
15/06/2024,PA003,London,Perth,Premium Economy,935.00,Yes,3,Nut Free
09/10/2024,PA011,Perth,Tokyo,First Class,451.00,Yes,3,Vegetarian
21/05/2024,PA010,Tokyo,New York,Business Class,435.60,Yes,0,Egg Free
19/06/2024,PA003,London,Perth,Premium Economy,692.50,Yes,1,
14/08/2024,PA009,New York,Tokyo,Premium Economy,"1,565.00",Yes,1,Vegan
30/09/2024,PA004,Perth,London,Economy,"2,760.00",Yes,3,Nut Free
16/04/2024,PA011,Perth,Tokyo,Economy,"2,995.00",Yes,3,Vegan
01/09/2024,PA007,New York,Perth,First Class,206.00,Yes,0,Nut Free
18/08/2024,PA004,Perth,London,Economy,"2,195.00",Yes,3,Egg Free
10/11/2024,PA011,Perth,Tokyo,Premium Economy,"1,707.50",Yes,3,Nut Free
24/11/2024,PA001,London,New York,First Class,534.00,Yes,2,Dairy Free
23/01/2024,PA003,London,Perth,Economy,"3,225.00",Yes,0,Nut Free
16/02/2024,PA002,New York,London,Economy,"2,075.00",Yes,3,Nut Free
01/05/2024,PA006,Tokyo,London,Business Class,510.00,Yes,3,Nut Free
03/04/2024,PA007,New York,Perth,Business Class,829.20,Yes,0,Egg Free
21/04/2024,PA003,London,Perth,First Class,215.00,Yes,0,Egg Free
04/04/2024,PA008,Perth,New York,Business Class,837.60,Yes,2,Vegetarian
19/11/2024,PA005,London,Tokyo,Business Class,432.00,Yes,0,Dairy Free
29/07/2024,PA004,Perth,London,Economy,"2,700.00",Yes,3,
18/01/2024,PA009,New York,Tokyo,First Class,301.00,Yes,0,Vegetarian
12/11/2024,PA008,Perth,New York,Business Class,627.60,Yes,3,Egg Free
11/11/2024,PA008,Perth,New York,Premium Economy,590.00,Yes,1,Vegan
30/05/2024,PA008,Perth,New York,Premium Economy,547.50,Yes,0,Egg Free
31/03/2024,PA008,Perth,New York,Premium Economy,"1,415.00",Yes,2,Vegetarian
02/08/2024,PA002,New York,London,Premium Economy,510.00,Yes,1,Dairy Free
18/07/2024,PA010,Tokyo,New York,Premium Economy,"1,672.50",Yes,0,
10/05/2024,PA002,New York,London,Premium Economy,832.50,Yes,0,Dairy Free
13/10/2024,PA003,London,Perth,Business Class,300.00,Yes,0,Nut Free
13/11/2024,PA006,Tokyo,London,Business Class,385.20,Yes,2,Vegan
07/05/2024,PA007,New York,Perth,Business Class,520.80,Yes,3,Vegetarian
11/05/2024,PA011,Perth,Tokyo,First Class,417.00,Yes,0,Dairy Free
14/05/2024,PA006,Tokyo,London,Premium Economy,720.00,Yes,3,Egg Free
31/10/2024,PA008,Perth,New York,First Class,215.00,Yes,1,Nut Free
15/07/2024,PA004,Perth,London,First Class,344.00,Yes,3,Vegan
10/09/2024,PA002,New York,London,Economy,"2,825.00",Yes,2,Nut Free
10/07/2024,PA004,Perth,London,Premium Economy,"1,230.00",Yes,1,Nut Free
22/12/2024,PA010,Tokyo,New York,Premium Economy,"1,710.00",Yes,3,Nut Free
31/08/2024,PA008,Perth,New York,Economy,"1,975.00",Yes,2,Vegetarian
07/06/2024,PA008,Perth,New York,Business Class,672.00,Yes,1,Nut Free
05/09/2024,PA002,New York,London,Premium Economy,"1,507.50",Yes,3,Dairy Free
06/11/2024,PA005,London,Tokyo,Premium Economy,"1,380.00",Yes,1,Egg Free
06/12/2024,PA005,London,Tokyo,First Class,213.00,Yes,3,Vegan
02/10/2024,PA001,London,New York,Premium Economy,"1,687.50",Yes,0,Vegetarian
07/03/2024,PA006,Tokyo,London,Premium Economy,735.00,Yes,0,Nut Free
24/03/2024,PA010,Tokyo,New York,Premium Economy,"1,385.00",Yes,1,Nut Free
23/06/2024,PA008,Perth,New York,Premium Economy,"1,180.00",Yes,2,Dairy Free
03/10/2024,PA004,Perth,London,First Class,320.00,Yes,3,Dairy Free
23/02/2024,PA003,London,Perth,Business Class,270.00,Yes,1,
06/05/2024,PA011,Perth,Tokyo,First Class,425.00,Yes,3,Nut Free
09/10/2024,PA007,New York,Perth,First Class,205.00,Yes,0,Vegan
04/07/2024,PA001,London,New York,Premium Economy,"1,612.50",Yes,2,
14/11/2024,PA002,New York,London,Economy,"3,305.00",Yes,1,Dairy Free
19/09/2024,PA010,Tokyo,New York,Business Class,531.60,Yes,2,Nut Free
19/06/2024,PA012,Tokyo,Perth,Business Class,273.60,Yes,2,Egg Free
28/05/2024,PA003,London,Perth,Business Class,469.20,Yes,2,Vegan
14/03/2024,PA005,London,Tokyo,Business Class,332.40,Yes,3,Nut Free
25/08/2024,PA006,Tokyo,London,Premium Economy,547.50,Yes,2,Egg Free
08/01/2024,PA011,Perth,Tokyo,Business Class,840.00,Yes,2,Dairy Free
11/08/2024,PA011,Perth,Tokyo,First Class,481.00,Yes,3,
23/01/2024,PA001,London,New York,First Class,520.00,Yes,0,Dairy Free
08/04/2024,PA010,Tokyo,New York,Business Class,511.20,Yes,3,Dairy Free
21/03/2024,PA004,Perth,London,First Class,332.00,Yes,3,
03/05/2024,PA005,London,Tokyo,Premium Economy,510.00,Yes,2,
20/06/2024,PA002,New York,London,First Class,420.00,Yes,0,Egg Free
12/04/2024,PA002,New York,London,Economy,"2,060.00",Yes,2,Egg Free
01/05/2024,PA008,Perth,New York,Premium Economy,727.50,Yes,3,Vegan
22/01/2024,PA011,Perth,Tokyo,Economy,"2,105.00",Yes,3,Nut Free
31/03/2024,PA008,Perth,New York,Premium Economy,570.00,Yes,1,Nut Free
18/02/2024,PA012,Tokyo,Perth,Business Class,555.60,Yes,0,Egg Free
12/07/2024,PA009,New York,Tokyo,Economy,"1,230.00",Yes,3,Vegan
18/11/2024,PA011,Perth,Tokyo,First Class,372.00,Yes,3,Egg Free
10/11/2024,PA006,Tokyo,London,First Class,640.00,Yes,0,
13/03/2024,PA011,Perth,Tokyo,Economy,"3,465.00",Yes,3,Vegan
03/09/2024,PA003,London,Perth,Premium Economy,937.50,Yes,3,Vegan
10/06/2024,PA002,New York,London,First Class,246.00,Yes,3,Nut Free
26/06/2024,PA010,Tokyo,New York,Economy,"2,270.00",Yes,2,Dairy Free
25/09/2024,PA005,London,Tokyo,First Class,561.00,Yes,0,Vegetarian
22/12/2024,PA011,Perth,Tokyo,Premium Economy,"1,365.00",Yes,1,Dairy Free
01/08/2024,PA012,Tokyo,Perth,Premium Economy,"1,122.50",Yes,3,Vegetarian
05/11/2024,PA011,Perth,Tokyo,Economy,"2,210.00",Yes,2,
18/12/2024,PA008,Perth,New York,Economy,"1,075.00",Yes,1,Egg Free
11/12/2024,PA002,New York,London,First Class,216.00,Yes,2,
09/04/2024,PA001,London,New York,Economy,"3,150.00",Yes,1,Vegan
12/01/2024,PA006,Tokyo,London,Premium Economy,607.50,Yes,3,Vegetarian
01/06/2024,PA009,New York,Tokyo,Business Class,374.40,Yes,1,Dairy Free
08/04/2024,PA001,London,New York,Business Class,742.80,Yes,1,
02/05/2024,PA002,New York,London,First Class,694.00,Yes,2,
09/06/2024,PA007,New York,Perth,Business Class,498.00,Yes,3,Egg Free
03/10/2024,PA005,London,Tokyo,First Class,435.00,Yes,0,
12/05/2024,PA005,London,Tokyo,Economy,"2,025.00",Yes,0,Nut Free
23/07/2024,PA009,New York,Tokyo,Premium Economy,957.50,Yes,3,Egg Free
30/07/2024,PA006,Tokyo,London,Economy,"1,235.00",Yes,1,Nut Free
19/04/2024,PA007,New York,Perth,Economy,"3,385.00",Yes,3,Vegan
04/02/2024,PA004,Perth,London,Business Class,440.40,Yes,1,Vegan
04/11/2024,PA010,Tokyo,New York,Business Class,324.00,Yes,1,
31/12/2024,PA011,Perth,Tokyo,First Class,646.00,Yes,0,Dairy Free
08/04/2024,PA007,New York,Perth,Business Class,366.00,Yes,0,Vegetarian
31/01/2024,PA009,New York,Tokyo,First Class,536.00,Yes,3,Dairy Free
24/12/2024,PA008,Perth,New York,First Class,407.00,Yes,2,Vegetarian
12/11/2024,PA002,New York,London,Premium Economy,822.50,Yes,2,Nut Free
18/12/2024,PA005,London,Tokyo,Economy,"2,165.00",Yes,3,
16/03/2024,PA007,New York,Perth,Business Class,426.00,Yes,1,Egg Free
04/06/2024,PA005,London,Tokyo,Premium Economy,"1,517.50",Yes,3,Nut Free
20/10/2024,PA004,Perth,London,Business Class,697.20,Yes,2,Vegan
14/02/2024,PA007,New York,Perth,First Class,311.00,Yes,3,Vegetarian
24/12/2024,PA004,Perth,London,Business Class,454.80,Yes,3,Vegan
10/06/2024,PA009,New York,Tokyo,First Class,259.00,Yes,3,Vegetarian
05/11/2024,PA011,Perth,Tokyo,Business Class,606.00,Yes,2,Egg Free
03/11/2024,PA008,Perth,New York,Premium Economy,"1,257.50",Yes,1,Dairy Free
15/07/2024,PA003,London,Perth,Premium Economy,527.50,Yes,0,
05/04/2024,PA003,London,Perth,Economy,"3,165.00",Yes,2,Nut Free
29/07/2024,PA011,Perth,Tokyo,First Class,343.00,Yes,2,Vegan
05/03/2024,PA005,London,Tokyo,Business Class,654.00,Yes,2,Egg Free
26/03/2024,PA005,London,Tokyo,First Class,444.00,Yes,1,Vegan
24/05/2024,PA012,Tokyo,Perth,Business Class,302.40,Yes,3,
02/12/2024,PA012,Tokyo,Perth,Business Class,664.80,Yes,0,Dairy Free
13/01/2024,PA006,Tokyo,London,First Class,494.00,Yes,3,Nut Free
31/03/2024,PA012,Tokyo,Perth,First Class,639.00,Yes,1,
11/01/2024,PA010,Tokyo,New York,Business Class,562.80,Yes,1,Egg Free
13/09/2024,PA012,Tokyo,Perth,Economy,"3,345.00",Yes,2,Vegetarian
03/04/2024,PA004,Perth,London,Premium Economy,895.00,Yes,1,Vegan
29/04/2024,PA005,London,Tokyo,Economy,"1,105.00",Yes,2,Vegan
13/01/2024,PA008,Perth,New York,Business Class,651.60,Yes,1,
06/03/2024,PA006,Tokyo,London,Premium Economy,822.50,Yes,1,Egg Free
23/03/2024,PA001,London,New York,Premium Economy,"1,375.00",Yes,0,Egg Free
28/04/2024,PA004,Perth,London,Business Class,667.20,Yes,2,
21/07/2024,PA009,New York,Tokyo,First Class,563.00,Yes,1,Vegan
15/06/2024,PA012,Tokyo,Perth,Economy,"1,340.00",Yes,3,Vegetarian
25/05/2024,PA004,Perth,London,First Class,684.00,Yes,0,Vegan
02/03/2024,PA004,Perth,London,Business Class,715.20,Yes,2,
31/12/2024,PA011,Perth,Tokyo,Economy,"1,090.00",Yes,0,Vegan
23/06/2024,PA006,Tokyo,London,Business Class,608.40,Yes,0,
17/05/2024,PA005,London,Tokyo,Business Class,307.20,Yes,2,Dairy Free
12/08/2024,PA010,Tokyo,New York,Premium Economy,"1,312.50",Yes,2,Vegan
18/04/2024,PA004,Perth,London,Economy,"2,520.00",Yes,3,Vegan
03/10/2024,PA007,New York,Perth,Economy,"3,420.00",Yes,2,
25/02/2024,PA011,Perth,Tokyo,Premium Economy,"1,560.00",Yes,2,Vegetarian
02/06/2024,PA001,London,New York,Premium Economy,"1,052.50",Yes,1,Egg Free
04/12/2024,PA005,London,Tokyo,First Class,350.00,Yes,0,Vegan
27/04/2024,PA005,London,Tokyo,Economy,"2,095.00",Yes,3,Dairy Free
13/01/2024,PA007,New York,Perth,Economy,"2,450.00",Yes,0,Egg Free
19/07/2024,PA002,New York,London,First Class,523.00,Yes,0,Egg Free
03/10/2024,PA006,Tokyo,London,Business Class,361.20,Yes,3,Nut Free
02/02/2024,PA008,Perth,New York,Premium Economy,"1,387.50",Yes,3,Egg Free
16/12/2024,PA008,Perth,New York,First Class,441.00,Yes,1,Vegetarian
22/12/2024,PA001,London,New York,Economy,"2,325.00",Yes,1,Egg Free
08/04/2024,PA009,New York,Tokyo,Economy,"2,930.00",Yes,0,Vegetarian
08/04/2024,PA004,Perth,London,Economy,"2,405.00",Yes,3,Nut Free
25/05/2024,PA003,London,Perth,First Class,660.00,Yes,0,Nut Free
29/09/2024,PA007,New York,Perth,Business Class,806.40,Yes,2,
20/02/2024,PA005,London,Tokyo,Economy,"2,645.00",Yes,0,Nut Free
30/12/2024,PA003,London,Perth,First Class,488.00,Yes,0,Vegetarian
15/09/2024,PA007,New York,Perth,Business Class,740.40,Yes,1,Vegetarian
27/03/2024,PA008,Perth,New York,Business Class,699.60,Yes,2,Vegetarian
13/09/2024,PA005,London,Tokyo,Business Class,454.80,Yes,2,Egg Free
27/07/2024,PA006,Tokyo,London,First Class,389.00,Yes,2,Vegetarian
25/10/2024,PA012,Tokyo,Perth,Business Class,633.60,Yes,3,Vegetarian
14/08/2024,PA006,Tokyo,London,Business Class,818.40,Yes,3,Vegetarian
22/05/2024,PA009,New York,Tokyo,Business Class,712.80,Yes,1,Dairy Free
22/06/2024,PA002,New York,London,Economy,"3,160.00",Yes,2,Nut Free
14/03/2024,PA009,New York,Tokyo,First Class,297.00,Yes,0,Vegan
01/12/2024,PA002,New York,London,Business Class,621.60,Yes,1,Vegetarian
29/11/2024,PA009,New York,Tokyo,Economy,"1,630.00",Yes,3,Dairy Free
22/03/2024,PA004,Perth,London,Economy,"3,250.00",Yes,1,Nut Free
27/06/2024,PA004,Perth,London,First Class,206.00,Yes,3,Nut Free
13/10/2024,PA012,Tokyo,Perth,Business Class,820.80,Yes,1,
08/12/2024,PA011,Perth,Tokyo,Premium Economy,"1,335.00",Yes,1,Dairy Free
11/02/2024,PA008,Perth,New York,First Class,681.00,Yes,3,Dairy Free
03/12/2024,PA010,Tokyo,New York,Business Class,782.40,Yes,2,Dairy Free
21/12/2024,PA012,Tokyo,Perth,First Class,475.00,Yes,1,Egg Free
27/06/2024,PA010,Tokyo,New York,Business Class,270.00,Yes,0,Nut Free
22/11/2024,PA010,Tokyo,New York,Premium Economy,"1,075.00",Yes,2,
03/05/2024,PA003,London,Perth,Premium Economy,"1,365.00",Yes,2,Nut Free
06/05/2024,PA011,Perth,Tokyo,First Class,299.00,Yes,0,Dairy Free
10/01/2024,PA003,London,Perth,Premium Economy,"1,692.50",Yes,0,Dairy Free
05/04/2024,PA012,Tokyo,Perth,Premium Economy,832.50,Yes,1,
26/04/2024,PA010,Tokyo,New York,First Class,235.00,Yes,1,
25/01/2024,PA006,Tokyo,London,First Class,247.00,Yes,2,Dairy Free
14/10/2024,PA009,New York,Tokyo,Premium Economy,905.00,Yes,0,
22/03/2024,PA010,Tokyo,New York,Economy,"2,545.00",Yes,0,Vegan
16/12/2024,PA002,New York,London,First Class,205.00,Yes,2,Vegetarian
18/10/2024,PA001,London,New York,Business Class,784.80,Yes,2,Nut Free
15/07/2024,PA006,Tokyo,London,Business Class,588.00,Yes,2,Egg Free
07/02/2024,PA009,New York,Tokyo,Economy,"2,460.00",Yes,0,Egg Free
15/12/2024,PA006,Tokyo,London,Business Class,704.40,Yes,2,Nut Free
30/03/2024,PA001,London,New York,Business Class,310.80,Yes,3,Vegan
14/08/2024,PA008,Perth,New York,Economy,"1,085.00",Yes,2,Vegan
30/01/2024,PA007,New York,Perth,Economy,"2,970.00",Yes,2,Vegetarian
28/01/2024,PA009,New York,Tokyo,Premium Economy,"1,290.00",Yes,2,Vegetarian
24/08/2024,PA008,Perth,New York,Premium Economy,707.50,Yes,3,Vegan
18/03/2024,PA008,Perth,New York,Business Class,548.40,Yes,3,Egg Free
05/04/2024,PA001,London,New York,Business Class,420.00,Yes,1,Vegetarian
05/09/2024,PA001,London,New York,First Class,404.00,Yes,3,Vegan
28/07/2024,PA004,Perth,London,Business Class,625.20,Yes,3,Dairy Free
08/07/2024,PA009,New York,Tokyo,Business Class,462.00,Yes,2,Vegetarian
07/08/2024,PA006,Tokyo,London,Business Class,405.60,Yes,0,Nut Free
18/03/2024,PA001,London,New York,Business Class,505.20,Yes,0,Nut Free
19/05/2024,PA006,Tokyo,London,Premium Economy,902.50,Yes,3,
15/01/2024,PA001,London,New York,Business Class,286.80,Yes,2,Vegetarian
16/04/2024,PA001,London,New York,First Class,268.00,Yes,1,Dairy Free
17/09/2024,PA007,New York,Perth,Premium Economy,835.00,Yes,0,
27/08/2024,PA007,New York,Perth,First Class,314.00,Yes,3,Egg Free
26/10/2024,PA001,London,New York,Business Class,649.20,Yes,1,Vegan
18/06/2024,PA006,Tokyo,London,Economy,"3,260.00",Yes,1,Vegan
06/07/2024,PA003,London,Perth,First Class,546.00,Yes,2,Vegan
